FACILITYID,trafficProx
10000121,0
10003651,0
10000106,0
10006314,0
10000107,0
10000102,0
10004327,0
10000017,0
10002301,69.47550764772828
10000737,52.73705266998633
10001044,0
10005222,1137.3640755548015
10001043,38.75418819002902
10001145,0
10001830,0
10001034,37.73728236622001
10001031,79.92544779758087
10001729,0
10001832,0
10000463,953.3139094321612
10001048,408.7009846409318
10001544,314.14337238717695
10001732,0
10001733,0
10003121,40.975554964124676
10004015,80.84122409778918
10000814,0
10003077,56.689482668183786
10003082,0
10001133,47.60593234158353
10001150,625.132736224372
10002688,0
10002347,0
10002348,0
10001458,32.51031950018848
10004606,3216.290912231548
10000519,355.5428847872041
10002629,1144.9393481040122
10001722,12.181773422063792
10002361,5978.307302034511
10001652,0
10001519,135.9282383155263
10001566,0
10006310,72.05308407291493
10005361,227.81634245848903
10006205,0
10003580,0
10000461,37.55707189787209
10003584,350.4191730850661
10002689,0
10003387,64.69213710191
10001143,0
10000244,0
10000237,0
10000211,481.7373108911501
10001163,0
10002692,11.838015103115481
10001811,0
10006201,0
10002330,27.17035163493351
10003598,0
10001812,0
10001435,15.83181557181549
10000118,0
10006198,0
10003135,0
10001301,0
10003068,0
10002800,7.740437876721352
10003652,0
10001125,117.62466878179626
10001283,0
20000300,7835.9860599799995
10000863,0
10003385,0
10000833,60.84542749704521
10003764,25.757455037154937
10000831,130.04736789640916
10003614,0
10001135,18.05083958922906
10000627,0
10006180,5.578395447439864
10003069,0
10001134,0
10003070,0
10000887,0
10000867,0
10001875,0
10006199,0
10000806,0
10000892,2634.5682408357397
10006193,0
10006299,0
10001146,0
10000935,42.61106944327733
10006171,0
10001873,530.433987589109
10006944,0
10001938,0
10002693,6.240349836454283
10001382,375.35906240754446
10000044,0
10005303,25.0610885373451
10003757,2801.1592368937736
10006196,45.01038305345658
10005261,0
10001238,162.65643997898016
10001346,0
10006374,8321.579307799797
10006200,0
10000006,0
10006177,0
10006175,0
10000100,0
10006178,0
10001165,16.213712293753197
10001958,0
10000004,47.642893240334644
10006152,0
10000613,0
10003615,0
10000624,0
10000141,0
10005694,19.455439965172125
10000603,0
10006173,0
10006174,0
10000257,0
10000136,21.177983972128324
10003616,0
10004922,0
10006194,0
10006148,0
10001761,0
10004008,2.264488430628898
10000830,0
10000832,31.06684698206838
10000581,0
10005378,0
10000770,34.36793429428514
10000456,0
10000338,0
10003202,0
10004595,0
10001633,161.02200575666973
10001265,442.3206535096136
10004241,0
10001320,0
10004921,10.90794550557881
10003017,212.42440596194623
10004923,48.16018825953829
10006195,11.372951672922195
10004023,0
10004019,0
10004095,0
10004447,0
10001520,0
10002323,181.4948664485826
10004446,0
